08868: Fangst, etter år, landingskommune, fangstart og statistikkvariabel;;;;
;;;;
år;landingskommune;fangstart;Mengde (tonn);Verdi (1 000 kr)
2015;1921 Salangen (-1976);Torsk og torskeartar;0;0
2015;1921 Salangen (-1976);Flatfisk og botnfisk;0;0
2015;1921 Salangen (-1976);Djupvassfisk;0;0
2015;1921 Salangen (-1976);Andre skaldyr og blautdyr;0;0
2015;1921 Salangen (-1976);Annan fisk, uspesifisert;0;0
2015;1922 Bardu (-2019);Fisk i alt;0;0
2015;1922 Bardu (-2019);Pelagisk fisk;0;0
2015;1922 Bardu (-2019);Torsk og torskeartar;0;0
2015;1922 Bardu (-2019);Flatfisk og botnfisk;0;0
2015;1922 Bardu (-2019);Djupvassfisk;0;0
2015;1922 Bardu (-2019);Andre skaldyr og blautdyr;0;0
2015;1922 Bardu (-2019);Annan fisk, uspesifisert;0;0
2015;1923 Salangen (1977-2019);Fisk i alt;:;:
2015;1923 Salangen (1977-2019);Pelagisk fisk;0;0
2015;1923 Salangen (1977-2019);Torsk og torskeartar;0;0
2015;1923 Salangen (1977-2019);Flatfisk og botnfisk;0;0
2015;1923 Salangen (1977-2019);Djupvassfisk;0;0
2015;1923 Salangen (1977-2019);Andre skaldyr og blautdyr;:;:
2015;1923 Salangen (1977-2019);Annan fisk, uspesifisert;0;0
2015;1924 Målselv (-2019);Fisk i alt;0;0
2015;1924 Målselv (-2019);Pelagisk fisk;0;0
2015;1924 Målselv (-2019);Torsk og torskeartar;0;0
2015;1924 Målselv (-2019);Flatfisk og botnfisk;0;0
2015;1924 Målselv (-2019);Djupvassfisk;0;0
2015;1924 Målselv (-2019);Andre skaldyr og blautdyr;0;0
2015;1924 Målselv (-2019);Annan fisk, uspesifisert;0;0
2015;1925 Sørreisa (-2019);Fisk i alt;0;0
2015;1925 Sørreisa (-2019);Pelagisk fisk;0;0
2015;1925 Sørreisa (-2019);Torsk og torskeartar;0;0
2015;1925 Sørreisa (-2019);Flatfisk og botnfisk;0;0
2015;1925 Sørreisa (-2019);Djupvassfisk;0;0
2015;1925 Sørreisa (-2019);Andre skaldyr og blautdyr;0;0
2015;1925 Sørreisa (-2019);Annan fisk, uspesifisert;0;0
2015;1926 Dyrøy (-2019);Fisk i alt;0;0
2015;1926 Dyrøy (-2019);Pelagisk fisk;0;0
2015;1926 Dyrøy (-2019);Torsk og torskeartar;0;0
2015;1926 Dyrøy (-2019);Flatfisk og botnfisk;0;0
2015;1926 Dyrøy (-2019);Djupvassfisk;0;0
2015;1926 Dyrøy (-2019);Andre skaldyr og blautdyr;0;0
2015;1926 Dyrøy (-2019);Annan fisk, uspesifisert;0;0
2015;1927 Tranøy (-2019);Fisk i alt;0;0
2015;1927 Tranøy (-2019);Pelagisk fisk;0;0
2015;1927 Tranøy (-2019);Torsk og torskeartar;0;0
2015;1927 Tranøy (-2019);Flatfisk og botnfisk;0;0
2015;1927 Tranøy (-2019);Djupvassfisk;0;0
2015;1927 Tranøy (-2019);Andre skaldyr og blautdyr;0;0
2015;1927 Tranøy (-2019);Annan fisk, uspesifisert;0;0
2015;1928 Torsken (-2019);Fisk i alt;6101;60475
2015;1928 Torsken (-2019);Pelagisk fisk;1446;10320
2015;1928 Torsken (-2019);Torsk og torskeartar;4567;47283
2015;1928 Torsken (-2019);Flatfisk og botnfisk;89;2872
2015;1928 Torsken (-2019);Djupvassfisk;0;0
2015;1928 Torsken (-2019);Andre skaldyr og blautdyr;0;0
2015;1928 Torsken (-2019);Annan fisk, uspesifisert;0;0
2015;1929 Berg (-2019);Fisk i alt;55816;597666
2015;1929 Berg (-2019);Pelagisk fisk;20006;108997
2015;1929 Berg (-2019);Torsk og torskeartar;33231;435240
2015;1929 Berg (-2019);Flatfisk og botnfisk;1786;25474
2015;1929 Berg (-2019);Djupvassfisk;0;0
2015;1929 Berg (-2019);Andre skaldyr og blautdyr;793;27955
2015;1929 Berg (-2019);Annan fisk, uspesifisert;0;0
2015;1931 Lenvik (-2019);Fisk i alt;18384;382514
2015;1931 Lenvik (-2019);Pelagisk fisk;298;1466
2015;1931 Lenvik (-2019);Torsk og torskeartar;9425;99949
2015;1931 Lenvik (-2019);Flatfisk og botnfisk;618;11179
2015;1931 Lenvik (-2019);Djupvassfisk;:;:
2015;1931 Lenvik (-2019);Andre skaldyr og blautdyr;8040;269921
2015;1931 Lenvik (-2019);Annan fisk, uspesifisert;:;:
2015;1933 Balsfjord (-2019);Fisk i alt;0;0
2015;1933 Balsfjord (-2019);Pelagisk fisk;0;0
2015;1933 Balsfjord (-2019);Torsk og torskeartar;0;0
2015;1933 Balsfjord (-2019);Flatfisk og botnfisk;0;0
2015;1933 Balsfjord (-2019);Djupvassfisk;0;0
2015;1933 Balsfjord (-2019);Andre skaldyr og blautdyr;0;0
2015;1933 Balsfjord (-2019);Annan fisk, uspesifisert;0;0
2015;1936 Karlsøy (-2019);Fisk i alt;18312;187428
2015;1936 Karlsøy (-2019);Pelagisk fisk;:;:
2015;1936 Karlsøy (-2019);Torsk og torskeartar;17952;180549
2015;1936 Karlsøy (-2019);Flatfisk og botnfisk;360;6879
2015;1936 Karlsøy (-2019);Djupvassfisk;:;:
2015;1936 Karlsøy (-2019);Andre skaldyr og blautdyr;0;0
2015;1936 Karlsøy (-2019);Annan fisk, uspesifisert;:;:
2015;1938 Lyngen (-2019);Fisk i alt;396;17375
2015;1938 Lyngen (-2019);Pelagisk fisk;0;0
2015;1938 Lyngen (-2019);Torsk og torskeartar;31;325
2015;1938 Lyngen (-2019);Flatfisk og botnfisk;1;28
2015;1938 Lyngen (-2019);Djupvassfisk;0;0
2015;1938 Lyngen (-2019);Andre skaldyr og blautdyr;363;17022
2015;1938 Lyngen (-2019);Annan fisk, uspesifisert;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Fisk i alt;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Pelagisk fisk;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Torsk og torskeartar;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Flatfisk og botnfisk;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Djupvassfisk;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Andre skaldyr og blautdyr;0;0
2015;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);Annan fisk, uspesifisert;0;0
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Fisk i alt;208;1792
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Pelagisk fisk;:;:
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Torsk og torskeartar;204;1684
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Flatfisk og botnfisk;:;:
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Djupvassfisk;0;0
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Andre skaldyr og blautdyr;0;0
2015;1940 Gáivuotna - Kåfjord - Kaivuono (1931-2019);Annan fisk, uspesifisert;0;0
2015;1941 Skjervøy (-2019);Fisk i alt;6859;66967
2015;1941 Skjervøy (-2019);Pelagisk fisk;:;:
2015;1941 Skjervøy (-2019);Torsk og torskeartar;6791;64700
2015;1941 Skjervøy (-2019);Flatfisk og botnfisk;67;2251
2015;1941 Skjervøy (-2019);Djupvassfisk;0;0
2015;1941 Skjervøy (-2019);Andre skaldyr og blautdyr;:;:
2015;1941 Skjervøy (-2019);Annan fisk, uspesifisert;0;0
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Fisk i alt;260;2876
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Pelagisk fisk;0;0
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Torsk og torskeartar;251;2551
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Flatfisk og botnfisk;9;324
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Djupvassfisk;0;0
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Andre skaldyr og blautdyr;0;0
2015;1942 Nordreisa - Ráisa - Raisi (-2019);Annan fisk, uspesifisert;0;0
2015;1943 Kvænangen (-2019);Fisk i alt;431;6158
2015;1943 Kvænangen (-2019);Pelagisk fisk;0;0
2015;1943 Kvænangen (-2019);Torsk og torskeartar;348;3141
2015;1943 Kvænangen (-2019);Flatfisk og botnfisk;:;:
2015;1943 Kvænangen (-2019);Djupvassfisk;0;0
2015;1943 Kvænangen (-2019);Andre skaldyr og blautdyr;:;:
2015;1943 Kvænangen (-2019);Annan fisk, uspesifisert;0;0
2015;1999 Uoppgitt kommune Troms;Fisk i alt;0;0
2015;1999 Uoppgitt kommune Troms;Pelagisk fisk;0;0
2015;1999 Uoppgitt kommune Troms;Torsk og torskeartar;0;0
2015;1999 Uoppgitt kommune Troms;Flatfisk og botnfisk;0;0
2015;1999 Uoppgitt kommune Troms;Djupvassfisk;0;0
2015;1999 Uoppgitt kommune Troms;Andre skaldyr og blautdyr;0;0
2015;1999 Uoppgitt kommune Troms;Annan fisk, uspesifisert;0;0
2015;2001 Hammerfest (-1991);Fisk i alt;0;0
2015;2001 Hammerfest (-1991);Pelagisk fisk;0;0
2015;2001 Hammerfest (-1991);Torsk og torskeartar;0;0
2015;2001 Hammerfest (-1991);Flatfisk og botnfisk;0;0
2015;2001 Hammerfest (-1991);Djupvassfisk;0;0
2015;2001 Hammerfest (-1991);Andre skaldyr og blautdyr;0;0
2015;2001 Hammerfest (-1991);Annan fisk, uspesifisert;0;0
2015;2002 Vardø (-2019);Fisk i alt;8022;106881
2015;2002 Vardø (-2019);Pelagisk fisk;0;0
2015;2002 Vardø (-2019);Torsk og torskeartar;7278;74862
2015;2002 Vardø (-2019);Flatfisk og botnfisk;192;3436
2015;2002 Vardø (-2019);Djupvassfisk;0;1
2015;2002 Vardø (-2019);Andre skaldyr og blautdyr;552;28581
2015;2002 Vardø (-2019);Annan fisk, uspesifisert;0;0
2015;2003 Vadsø (-2019);Fisk i alt;835;23491
2015;2003 Vadsø (-2019);Pelagisk fisk;0;0
2015;2003 Vadsø (-2019);Torsk og torskeartar;588;5773
2015;2003 Vadsø (-2019);Flatfisk og botnfisk;15;408
2015;2003 Vadsø (-2019);Djupvassfisk;0;0
2015;2003 Vadsø (-2019);Andre skaldyr og blautdyr;232;17310
2015;2003 Vadsø (-2019);Annan fisk, uspesifisert;0;0
2015;2004 Hammerfest (1992-2019);Fisk i alt;30722;304974
2015;2004 Hammerfest (1992-2019);Pelagisk fisk;:;:
2015;2004 Hammerfest (1992-2019);Torsk og torskeartar;28367;273187
2015;2004 Hammerfest (1992-2019);Flatfisk og botnfisk;1022;10352
2015;2004 Hammerfest (1992-2019);Djupvassfisk;:;:
2015;2004 Hammerfest (1992-2019);Andre skaldyr og blautdyr;516;17704
2015;2004 Hammerfest (1992-2019);Annan fisk, uspesifisert;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Fisk i alt;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Pelagisk fisk;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Torsk og torskeartar;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Flatfisk og botnfisk;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Djupvassfisk;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Andre skaldyr og blautdyr;0;0
2015;2011 Guovdageaidnu - Kautokeino (-2019);Annan fisk, uspesifisert;0;0
2015;2012 Alta (-2019);Fisk i alt;48;1138
2015;2012 Alta (-2019);Pelagisk fisk;0;0
2015;2012 Alta (-2019);Torsk og torskeartar;36;389
2015;2012 Alta (-2019);Flatfisk og botnfisk;1;35
2015;2012 Alta (-2019);Djupvassfisk;0;0
2015;2012 Alta (-2019);Andre skaldyr og blautdyr;11;714
2015;2012 Alta (-2019);Annan fisk, uspesifisert;0;0
2015;2014 Loppa (-2019);Fisk i alt;0;0
2015;2014 Loppa (-2019);Pelagisk fisk;0;0
2015;2014 Loppa (-2019);Torsk og torskeartar;0;0
2015;2014 Loppa (-2019);Flatfisk og botnfisk;0;0
2015;2014 Loppa (-2019);Djupvassfisk;0;0
2015;2014 Loppa (-2019);Andre skaldyr og blautdyr;0;0
2015;2014 Loppa (-2019);Annan fisk, uspesifisert;0;0
2015;2015 Hasvik (-2019);Fisk i alt;20934;222747
2015;2015 Hasvik (-2019);Pelagisk fisk;:;:
2015;2015 Hasvik (-2019);Torsk og torskeartar;20438;209893
2015;2015 Hasvik (-2019);Flatfisk og botnfisk;495;12852
2015;2015 Hasvik (-2019);Djupvassfisk;0;0
2015;2015 Hasvik (-2019);Andre skaldyr og blautdyr;0;0
2015;2015 Hasvik (-2019);Annan fisk, uspesifisert;:;:
2015;2016 Sørøysund (-1991);Fisk i alt;0;0
2015;2016 Sørøysund (-1991);Pelagisk fisk;0;0
2015;2016 Sørøysund (-1991);Torsk og torskeartar;0;0
2015;2016 Sørøysund (-1991);Flatfisk og botnfisk;0;0
2015;2016 Sørøysund (-1991);Djupvassfisk;0;0
2015;2016 Sørøysund (-1991);Andre skaldyr og blautdyr;0;0
2015;2016 Sørøysund (-1991);Annan fisk, uspesifisert;0;0
2015;2017 Kvalsund (-2019);Fisk i alt;0;0
2015;2017 Kvalsund (-2019);Pelagisk fisk;0;0
2015;2017 Kvalsund (-2019);Torsk og torskeartar;0;0
2015;2017 Kvalsund (-2019);Flatfisk og botnfisk;0;0
2015;2017 Kvalsund (-2019);Djupvassfisk;0;0
2015;2017 Kvalsund (-2019);Andre skaldyr og blautdyr;0;0
2015;2017 Kvalsund (-2019);Annan fisk, uspesifisert;0;0
2015;2018 Måsøy (-2019);Fisk i alt;32146;325483
2015;2018 Måsøy (-2019);Pelagisk fisk;:;:
2015;2018 Måsøy (-2019);Torsk og torskeartar;31936;316576
2015;2018 Måsøy (-2019);Flatfisk og botnfisk;:;:
2015;2018 Måsøy (-2019);Djupvassfisk;0;0
2015;2018 Måsøy (-2019);Andre skaldyr og blautdyr;126;6811
2015;2018 Måsøy (-2019);Annan fisk, uspesifisert;0;0
2015;2019 Nordkapp (-2019);Fisk i alt;25515;275323
2015;2019 Nordkapp (-2019);Pelagisk fisk;8031;19589
2015;2019 Nordkapp (-2019);Torsk og torskeartar;14961;150793
2015;2019 Nordkapp (-2019);Flatfisk og botnfisk;246;5535
2015;2019 Nordkapp (-2019);Djupvassfisk;21;12
2015;2019 Nordkapp (-2019);Andre skaldyr og blautdyr;2257;99384
2015;2019 Nordkapp (-2019);Annan fisk, uspesifisert;0;10
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Fisk i alt;292;14359
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Pelagisk fisk;0;0
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Torsk og torskeartar;159;1377
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Flatfisk og botnfisk;21;819
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Djupvassfisk;0;0
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Andre skaldyr og blautdyr;113;12163
2015;2020 Porsanger - Porsángu - Porsanki (1964-2019);Annan fisk, uspesifisert;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Fisk i alt;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Pelagisk fisk;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Torsk og torskeartar;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Flatfisk og botnfisk;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Djupvassfisk;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Andre skaldyr og blautdyr;0;0
2015;2021 Kárásjohka - Karasjok (-2019);Annan fisk, uspesifisert;0;0
2015;2022 Lebesby (-2019);Fisk i alt;3681;50460
2015;2022 Lebesby (-2019);Pelagisk fisk;0;0
2015;2022 Lebesby (-2019);Torsk og torskeartar;3452;35279
2015;2022 Lebesby (-2019);Flatfisk og botnfisk;:;:
2015;2022 Lebesby (-2019);Djupvassfisk;:;:
2015;2022 Lebesby (-2019);Andre skaldyr og blautdyr;188;14268
2015;2022 Lebesby (-2019);Annan fisk, uspesifisert;0;0
2015;2023 Gamvik (1914-2019);Fisk i alt;10256;116107
2015;2023 Gamvik (1914-2019);Pelagisk fisk;0;0
2015;2023 Gamvik (1914-2019);Torsk og torskeartar;9608;95106
2015;2023 Gamvik (1914-2019);Flatfisk og botnfisk;483;8840
2015;2023 Gamvik (1914-2019);Djupvassfisk;14;22
2015;2023 Gamvik (1914-2019);Andre skaldyr og blautdyr;152;12139
2015;2023 Gamvik (1914-2019);Annan fisk, uspesifisert;0;0
2015;2024 Berlevåg (1914-2019);Fisk i alt;17382;189488
2015;2024 Berlevåg (1914-2019);Pelagisk fisk;0;0
2015;2024 Berlevåg (1914-2019);Torsk og torskeartar;16580;167452
2015;2024 Berlevåg (1914-2019);Flatfisk og botnfisk;446;6411
2015;2024 Berlevåg (1914-2019);Djupvassfisk;151;4
2015;2024 Berlevåg (1914-2019);Andre skaldyr og blautdyr;206;15621
2015;2024 Berlevåg (1914-2019);Annan fisk, uspesifisert;0;0
2015;2025 Deatnu - Tana (-2019);Fisk i alt;17;1579
2015;2025 Deatnu - Tana (-2019);Pelagisk fisk;0;0
2015;2025 Deatnu - Tana (-2019);Torsk og torskeartar;2;17
2015;2025 Deatnu - Tana (-2019);Flatfisk og botnfisk;0;0
2015;2025 Deatnu - Tana (-2019);Djupvassfisk;0;0
2015;2025 Deatnu - Tana (-2019);Andre skaldyr og blautdyr;16;1562
2015;2025 Deatnu - Tana (-2019);Annan fisk, uspesifisert;0;0
2015;2027 Unjárga - Nesseby (-2019);Fisk i alt;617;8598
2015;2027 Unjárga - Nesseby (-2019);Pelagisk fisk;0;0
2015;2027 Unjárga - Nesseby (-2019);Torsk og torskeartar;583;5314
2015;2027 Unjárga - Nesseby (-2019);Flatfisk og botnfisk;4;88
2015;2027 Unjárga - Nesseby (-2019);Djupvassfisk;0;0
2015;2027 Unjárga - Nesseby (-2019);Andre skaldyr og blautdyr;30;3196
2015;2027 Unjárga - Nesseby (-2019);Annan fisk, uspesifisert;0;0
2015;2028 Båtsfjord (1955-2019);Fisk i alt;85786;1173645
2015;2028 Båtsfjord (1955-2019);Pelagisk fisk;945;5370
2015;2028 Båtsfjord (1955-2019);Torsk og torskeartar;70991;864402
2015;2028 Båtsfjord (1955-2019);Flatfisk og botnfisk;4684;44809
2015;2028 Båtsfjord (1955-2019);Djupvassfisk;191;20
2015;2028 Båtsfjord (1955-2019);Andre skaldyr og blautdyr;8975;258802
2015;2028 Båtsfjord (1955-2019);Annan fisk, uspesifisert;0;241
2015;2030 Sør-Varanger (-2019);Fisk i alt;14724;243477
2015;2030 Sør-Varanger (-2019);Pelagisk fisk;0;0
2015;2030 Sør-Varanger (-2019);Torsk og torskeartar;10910;125524
2015;2030 Sør-Varanger (-2019);Flatfisk og botnfisk;:;:
2015;2030 Sør-Varanger (-2019);Djupvassfisk;0;0
2015;2030 Sør-Varanger (-2019);Andre skaldyr og blautdyr;3073;114031
2015;2030 Sør-Varanger (-2019);Annan fisk, uspesifisert;:;:
2015;2099 Uoppgitt kommune Finnmark;Fisk i alt;0;0
2015;2099 Uoppgitt kommune Finnmark;Pelagisk fisk;0;0
2015;2099 Uoppgitt kommune Finnmark;Torsk og torskeartar;0;0
2015;2099 Uoppgitt kommune Finnmark;Flatfisk og botnfisk;0;0
2015;2099 Uoppgitt kommune Finnmark;Djupvassfisk;0;0
2015;2099 Uoppgitt kommune Finnmark;Andre skaldyr og blautdyr;0;0
2015;2099 Uoppgitt kommune Finnmark;Annan fisk, uspesifisert;0;0
2015;9999 Uoppgitt kommune;Fisk i alt;0;0
2015;9999 Uoppgitt kommune;Pelagisk fisk;0;0
2015;9999 Uoppgitt kommune;Torsk og torskeartar;0;0
2015;9999 Uoppgitt kommune;Flatfisk og botnfisk;0;0
2015;9999 Uoppgitt kommune;Djupvassfisk;0;0
2015;9999 Uoppgitt kommune;Andre skaldyr og blautdyr;0;0
2015;9999 Uoppgitt kommune;Annan fisk, uspesifisert;0;0
2016;0000 Alle kommuner;Fisk i alt;2104572;21556852
2016;0000 Alle kommuner;Pelagisk fisk;1083370;7205424
2016;0000 Alle kommuner;Torsk og torskeartar;880869;11024229
2016;0000 Alle kommuner;Flatfisk og botnfisk;83790;1198708
2016;0000 Alle kommuner;Djupvassfisk;2395;8819
2016;0000 Alle kommuner;Andre skaldyr og blautdyr;52452;1834875
2016;0000 Alle kommuner;Annan fisk, uspesifisert;1696;284797
2016;Utl Utlandet;Fisk i alt;346949;790684
2016;Utl Utlandet;Pelagisk fisk;141178;500944
2016;Utl Utlandet;Torsk og torskeartar;10551;151470
2016;Utl Utlandet;Flatfisk og botnfisk;2042;44303
2016;Utl Utlandet;Djupvassfisk;56;207
2016;Utl Utlandet;Andre skaldyr og blautdyr;192920;71165
2016;Utl Utlandet;Annan fisk, uspesifisert;201;22596
2016;0101 Halden (-2019);Fisk i alt;0;0
2016;0101 Halden (-2019);Pelagisk fisk;0;0
2016;0101 Halden (-2019);Torsk og torskeartar;0;0
2016;0101 Halden (-2019);Flatfisk og botnfisk;0;0
2016;0101 Halden (-2019);Djupvassfisk;0;0
2016;0101 Halden (-2019);Andre skaldyr og blautdyr;0;0
2016;0101 Halden (-2019);Annan fisk, uspesifisert;0;0
2016;0102 Sarpsborg (-1991);Fisk i alt;0;0
2016;0102 Sarpsborg (-1991);Pelagisk fisk;0;0
2016;0102 Sarpsborg (-1991);Torsk og torskeartar;0;0
2016;0102 Sarpsborg (-1991);Flatfisk og botnfisk;0;0
2016;0102 Sarpsborg (-1991);Djupvassfisk;0;0
2016;0102 Sarpsborg (-1991);Andre skaldyr og blautdyr;0;0
2016;0102 Sarpsborg (-1991);Annan fisk, uspesifisert;0;0
2016;0103 Fredrikstad (-1993);Fisk i alt;0;0
2016;0103 Fredrikstad (-1993);Pelagisk fisk;0;0
2016;0103 Fredrikstad (-1993);Torsk og torskeartar;0;0
2016;0103 Fredrikstad (-1993);Flatfisk og botnfisk;0;0
2016;0103 Fredrikstad (-1993);Djupvassfisk;0;0
2016;0103 Fredrikstad (-1993);Andre skaldyr og blautdyr;0;0
2016;0103 Fredrikstad (-1993);Annan fisk, uspesifisert;0;0
2016;0104 Moss (-2019);Fisk i alt;31;4137
2016;0104 Moss (-2019);Pelagisk fisk;1;25
2016;0104 Moss (-2019);Torsk og torskeartar;4;171
2016;0104 Moss (-2019);Flatfisk og botnfisk;:;:
2016;0104 Moss (-2019);Djupvassfisk;:;:
2016;0104 Moss (-2019);Andre skaldyr og blautdyr;14;1478
2016;0104 Moss (-2019);Annan fisk, uspesifisert;10;2357
2016;0105 Sarpsborg (1992-2019);Fisk i alt;0;0
2016;0105 Sarpsborg (1992-2019);Pelagisk fisk;0;0
2016;0105 Sarpsborg (1992-2019);Torsk og torskeartar;0;0
2016;0105 Sarpsborg (1992-2019);Flatfisk og botnfisk;0;0
2016;0105 Sarpsborg (1992-2019);Djupvassfisk;0;0
2016;0105 Sarpsborg (1992-2019);Andre skaldyr og blautdyr;0;0
2016;0105 Sarpsborg (1992-2019);Annan fisk, uspesifisert;0;0
2016;0106 Fredrikstad (1994-2019);Fisk i alt;39;2101
2016;0106 Fredrikstad (1994-2019);Pelagisk fisk;0;0
2016;0106 Fredrikstad (1994-2019);Torsk og torskeartar;4;66
2016;0106 Fredrikstad (1994-2019);Flatfisk og botnfisk;:;:
2016;0106 Fredrikstad (1994-2019);Djupvassfisk;0;2
2016;0106 Fredrikstad (1994-2019);Andre skaldyr og blautdyr;34;1998
2016;0106 Fredrikstad (1994-2019);Annan fisk, uspesifisert;0;0
2016;0111 Hvaler (-2019);Fisk i alt;1255;57924
2016;0111 Hvaler (-2019);Pelagisk fisk;40;729
2016;0111 Hvaler (-2019);Torsk og torskeartar;55;654
2016;0111 Hvaler (-2019);Flatfisk og botnfisk;13;329
2016;0111 Hvaler (-2019);Djupvassfisk;4;13
2016;0111 Hvaler (-2019);Andre skaldyr og blautdyr;1144;56176
2016;0111 Hvaler (-2019);Annan fisk, uspesifisert;0;23
2016;0113 Borge (-1993);Fisk i alt;0;0
2016;0113 Borge (-1993);Pelagisk fisk;0;0
2016;0113 Borge (-1993);Torsk og torskeartar;0;0
2016;0113 Borge (-1993);Flatfisk og botnfisk;0;0
2016;0113 Borge (-1993);Djupvassfisk;0;0
2016;0113 Borge (-1993);Andre skaldyr og blautdyr;0;0
2016;0113 Borge (-1993);Annan fisk, uspesifisert;0;0
2016;0114 Varteig (-1991);Fisk i alt;0;0
2016;0114 Varteig (-1991);Pelagisk fisk;0;0
2016;0114 Varteig (-1991);Torsk og torskeartar;0;0
2016;0114 Varteig (-1991);Flatfisk og botnfisk;0;0
2016;0114 Varteig (-1991);Djupvassfisk;0;0
2016;0114 Varteig (-1991);Andre skaldyr og blautdyr;0;0
2016;0114 Varteig (-1991);Annan fisk, uspesifisert;0;0
2016;0115 Skjeberg (-1991);Fisk i alt;0;0
2016;0115 Skjeberg (-1991);Pelagisk fisk;0;0
2016;0115 Skjeberg (-1991);Torsk og torskeartar;0;0
2016;0115 Skjeberg (-1991);Flatfisk og botnfisk;0;0
2016;0115 Skjeberg (-1991);Djupvassfisk;0;0
2016;0115 Skjeberg (-1991);Andre skaldyr og blautdyr;0;0
2016;0115 Skjeberg (-1991);Annan fisk, uspesifisert;0;0
2016;0118 Aremark (-2019);Fisk i alt;0;0
2016;0118 Aremark (-2019);Pelagisk fisk;0;0
2016;0118 Aremark (-2019);Torsk og torskeartar;0;0
2016;0118 Aremark (-2019);Flatfisk og botnfisk;0;0
2016;0118 Aremark (-2019);Djupvassfisk;0;0
2016;0118 Aremark (-2019);Andre skaldyr og blautdyr;0;0
2016;0118 Aremark (-2019);Annan fisk, uspesifisert;0;0
2016;0119 Marker (1964-2019);Fisk i alt;0;0
2016;0119 Marker (1964-2019);Pelagisk fisk;0;0
2016;0119 Marker (1964-2019);Torsk og torskeartar;0;0
2016;0119 Marker (1964-2019);Flatfisk og botnfisk;0;0
2016;0119 Marker (1964-2019);Djupvassfisk;0;0
2016;0119 Marker (1964-2019);Andre skaldyr og blautdyr;0;0
2016;0119 Marker (1964-2019);Annan fisk, uspesifisert;0;0
2016;0121 Rømskog (-2019);Fisk i alt;0;0
2016;0121 Rømskog (-2019);Pelagisk fisk;0;0
2016;0121 Rømskog (-2019);Torsk og torskeartar;0;0
2016;0121 Rømskog (-2019);Flatfisk og botnfisk;0;0
2016;0121 Rømskog (-2019);Djupvassfisk;0;0
2016;0121 Rømskog (-2019);Andre skaldyr og blautdyr;0;0
2016;0121 Rømskog (-2019);Annan fisk, uspesifisert;0;0
2016;0122 Trøgstad (-2019);Fisk i alt;0;0
2016;0122 Trøgstad (-2019);Pelagisk fisk;0;0
2016;0122 Trøgstad (-2019);Torsk og torskeartar;0;0
2016;0122 Trøgstad (-2019);Flatfisk og botnfisk;0;0
2016;0122 Trøgstad (-2019);Djupvassfisk;0;0
2016;0122 Trøgstad (-2019);Andre skaldyr og blautdyr;0;0
2016;0122 Trøgstad (-2019);Annan fisk, uspesifisert;0;0
2016;0123 Spydeberg (-2019);Fisk i alt;0;0
2016;0123 Spydeberg (-2019);Pelagisk fisk;0;0
2016;0123 Spydeberg (-2019);Torsk og torskeartar;0;0
2016;0123 Spydeberg (-2019);Flatfisk og botnfisk;0;0
2016;0123 Spydeberg (-2019);Djupvassfisk;0;0
2016;0123 Spydeberg (-2019);Andre skaldyr og blautdyr;0;0
2016;0123 Spydeberg (-2019);Annan fisk, uspesifisert;0;0
